m,Liam
m,Louis
m,Erik
m,Luca
m,Levi
m,Henri
m,Adam
m,Amir
m,Ali
m,Jan
m,Noah
m,Leonard
m,Elias
m,Leon
m,Linus
f,Antonia
f,Mia
f,Lea
f,Anna
f,Alina
f,Emilia
f,Elisa
f,Ida
f,Emma
f,Romy
f,Mira
f,Laura
f,Lotta
f,Nele
f,Mathilda
m,Maximilian
m,Oscar
f,Edith
f,Katarine
m,Hal
f,Ester
f,Dusty
m,Knut
m,Sigmar
m,Carl
f,Otilie
m,Ruggiero
m,Burkhart
f,Melissande
f,Heinrike
f,Carolina
m,Hubert
f,Alexa
m,Charly
m,Konrad
m,Korbinian
f,Bertilde
m,Rupert
m,Janik
f,Leonie
f,Lisann
m,Robert
f,Larissa
